Lead_I,Lead_II
-0.06,-0.005
-0.069,-0.039
-0.106,-0.081
-0.119,-0.105
-0.148,-0.114
-0.129,-0.106
-0.126,-0.102
-0.152,-0.109
-0.131,-0.14
-0.107,-0.047
0.208,0.213
0.521,0.302
0.251,0.117
-0.045,-0.053
-0.117,-0.092
-0.122,-0.086
-0.108,-0.079
-0.157,-0.097
-0.155,-0.101
-0.135,-0.087
-0.138,-0.091
-0.134,-0.102
-0.121,-0.098
-0.143,-0.106
-0.163,-0.099
-0.131,-0.077
-0.122,-0.083
-0.135,-0.095
-0.133,-0.098
-0.134,-0.086
-0.107,-0.071
-0.089,-0.06
-0.066,-0.043
-0.049,-0.023
-0.094,-0.023
-0.085,-0.006
-0.018,0.059
0.02,0.094
0.039,0.105
0.072,0.137
0.071,0.128
0.048,0.104
0.011,0.072
-0.043,0.026
-0.062,0.002
-0.076,-0.025
-0.091,-0.046
-0.102,-0.067
-0.114,-0.065
-0.127,-0.06
-0.125,-0.065
-0.123,-0.065
-0.135,-0.081
-0.124,-0.075
-0.12,-0.07
-0.137,-0.068
-0.144,-0.058
-0.148,-0.074
-0.161,-0.097
-0.156,-0.091
-0.119,-0.065
-0.12,-0.085
-0.104,-0.07
-0.073,-0.056
-0.105,-0.081
-0.098,-0.054
-0.087,-0.061
-0.1,-0.068
-0.083,-0.07
-0.107,-0.081
-0.111,-0.066
-0.058,-0.064
-0.074,-0.055
-0.085,-0.052
-0.076,-0.051
-0.099,-0.048
-0.069,-0.045
-0.066,-0.034
-0.083,-0.054
-0.076,-0.07
-0.058,-0.056
-0.053,-0.059
-0.096,-0.06
-0.069,-0.06
-0.086,-0.065
-0.127,-0.065
-0.097,-0.063
-0.103,-0.053
-0.055,-0.024
-0.011,0.029
-0.007,0.045
0.013,0.035
0.001,0.027
0.005,0.017
-0.009,0.009
-0.029,-0.029
-0.037,-0.062
-0.102,-0.072
-0.077,-0.068
-0.063,-0.073
-0.101,-0.076
-0.08,-0.074
-0.025,0.022
0.351,0.292
0.559,0.343
0.226,0.122
-0.029,-0.001
-0.106,-0.057
-0.095,-0.062
-0.067,-0.043
-0.115,-0.071
-0.101,-0.07
-0.1,-0.067
-0.121,-0.063
-0.112,-0.076
-0.089,-0.053
-0.015,0.007
-0.024,-0.032
-0.087,-0.052
-0.072,-0.01
-0.052,-0.002
-0.073,-0.015
-0.076,-0.023
-0.071,-0.011
-0.084,-0.019
-0.056,-0.011
-0.032,0.012
0.014,0.062
0.028,0.097
0.002,0.083
0.084,0.155
0.11,0.182
0.099,0.187
0.103,0.183
0.071,0.136
0.043,0.11
0.025,0.072
-0.01,0.043
-0.084,-0.021
-0.071,-0.008
-0.057,-0.013
-0.072,-0.034
-0.056,0.018
-0.064,0.009
-0.073,-0.007
-0.093,-0.024
-0.069,-0.014
-0.079,-0.016
-0.094,-0.023
-0.069,-0.009
-0.09,-0.048
-0.11,-0.053
-0.106,-0.028
-0.059,0.007
-0.025,0.031
-0.032,0.016
-0.036,0.001
-0.048,-0.023
-0.039,-0.002
-0.025,0.013
-0.063,-0.033
-0.057,-0.017
-0.07,-0.019
-0.114,-0.049
-0.06,-0.034
-0.026,-0.03
-0.02,-0.003
-0.048,-0.003
-0.062,-0.025
-0.028,-0.006
-0.054,-0.017
-0.048,-0.032
-0.048,-0.025
-0.051,-0.007
-0.019,0.006
-0.027,-0.002
-0.034,-0.014
-0.032,-0.03
-0.017,0.013
-0.032,0.023
0.008,0.043
0.015,0.064
-0.022,0.041
0.049,0.096
0.055,0.082
0.101,0.122
0.125,0.142
0.015,0.03
-0.025,-0.002
0.0,0.012
0.01,0.027
-0.001,0.02
-0.016,0.001
-0.011,-0.026
-0.033,0.014
0.204,0.227
0.628,0.423
0.45,0.29
0.053,0.029
-0.026,-0.025
-0.045,0.0
-0.035,-0.024
-0.022,-0.016
-0.028,0.013
0.001,0.023
0.024,0.035
-0.004,0.036
-0.018,0.029
-0.022,0.022
-0.031,0.015
-0.039,0.005
-0.025,0.019
0.006,0.038
0.01,0.033
0.033,0.03
0.037,0.028
0.015,0.022
0.009,0.037
0.069,0.09
0.122,0.136
0.095,0.154
0.085,0.153
0.097,0.159
0.167,0.235
0.182,0.263
0.135,0.219
0.121,0.197
0.073,0.15
0.0,0.081
-0.037,0.054
0.017,0.078
0.016,0.058
0.0,0.036
0.012,0.032
-0.009,0.021
0.012,0.054
0.04,0.056
0.035,0.045
0.01,0.043
0.011,0.031
-0.03,0.03
-0.059,0.02
-0.029,0.021
-0.058,0.011
-0.033,0.012
0.021,0.057
0.019,0.06
0.019,0.046
-0.018,0.037
-0.03,0.03
-0.032,0.017
-0.008,0.029
0.028,0.075
0.038,0.073
0.038,0.071
0.01,0.051
0.01,0.03
-0.018,0.02
0.015,0.027
0.03,0.051
-0.028,0.02
-0.033,0.021
0.002,0.029
0.023,0.017
0.001,0.017
0.003,0.006
-0.018,0.009
0.01,0.026
0.036,0.039
0.029,0.06
0.034,0.061
-0.019,-0.006
0.018,0.04
0.043,0.095
0.045,0.074
0.088,0.123
0.09,0.107
0.094,0.101
0.074,0.114
0.074,0.07
0.007,0.026
0.005,0.008
0.023,-0.004
-0.017,-0.024
0.013,-0.013
-0.024,-0.028
-0.013,-0.003
-0.016,0.06
0.244,0.249
0.641,0.435
0.424,0.254
0.108,0.084
0.072,0.07
0.027,0.029
0.014,0.028
-0.032,-0.018
-0.051,-0.013
0.008,0.012
-0.022,-0.024
-0.048,-0.009
-0.005,0.009
0.011,0.017
-0.01,0.009
-0.008,-0.015
-0.019,-0.001
-0.041,0.009
-0.027,-0.003
0.017,0.028
0.031,0.053
-0.004,0.047
0.016,0.053
0.021,0.045
0.027,0.065
0.028,0.097
0.064,0.144
0.156,0.176
0.128,0.173
0.125,0.226
0.161,0.228
0.124,0.177
0.077,0.138
0.065,0.113
0.056,0.092
0.012,0.037
0.005,0.026
0.017,0.041
-0.045,-0.002
-0.053,0.012
0.0,0.05
-0.023,0.024
-0.004,0.013
-0.013,0.013
-0.067,-0.002
-0.045,0.002
-0.042,0.015
-0.042,0.003
-0.028,0.018
-0.022,0.044
-0.035,0.016
-0.038,0.009
0.008,0.047
-0.026,0.006
-0.027,-0.003
0.034,0.044
-0.004,0.016
-0.042,-0.012
-0.008,0.002
0.024,0.016
-0.003,0.005
-0.024,-0.001
-0.048,-0.029
-0.037,-0.018
0.011,0.026
-0.005,0.011
-0.027,-0.016
0.003,-0.003
0.037,0.015
0.027,0.003
-0.002,-0.013
-0.025,-0.03
-0.029,-0.018
-0.031,-0.002
-0.038,-0.018
-0.034,-0.024
-0.029,-0.028
0.006,-0.005
0.04,0.03
0.013,0.012
0.016,0.031
0.046,0.081
0.091,0.102
0.125,0.1
0.131,0.103
0.155,0.112
0.089,0.048
0.026,-0.007
0.0,-0.036
-0.005,-0.041
-0.018,-0.05
-0.068,-0.042
-0.001,-0.01
-0.001,-0.023
0.091,0.13
0.494,0.338
0.572,0.317
0.218,0.112
0.017,-0.025
-0.022,-0.037
-0.046,-0.04
-0.031,-0.039
0.017,-0.022
0.029,0.022
-0.043,-0.031
-0.028,-0.049
0.051,0.028
0.0,-0.012
-0.075,-0.059
-0.034,-0.038
0.017,-0.023
-0.01,-0.036
-0.031,-0.043
-0.017,-0.028
-0.001,-0.014
-0.017,-0.023
0.011,-0.009
0.057,0.041
0.056,0.044
0.1,0.091
0.071,0.099
0.065,0.091
0.144,0.176
0.184,0.193
0.167,0.188
0.148,0.186
0.169,0.15
0.09,0.093
0.037,0.051
0.036,0.041
0.011,0.014
-0.008,-0.019
-0.041,-0.04
-0.029,-0.042
-0.041,-0.038
-0.03,-0.039
-0.01,-0.033
-0.082,-0.036
-0.069,-0.047
-0.082,-0.052
-0.08,-0.054
0.008,-0.023
-0.047,-0.044
-0.043,-0.069
-0.033,-0.048
-0.084,-0.059
-0.065,-0.059
-0.034,-0.051
-0.015,-0.039
-0.018,-0.029
0.02,-0.032
0.021,-0.028
0.009,-0.033
0.016,-0.027
-0.001,-0.035
-0.013,-0.048
-0.017,-0.04
-0.003,-0.045
0.016,-0.043
-0.012,-0.063
-0.026,-0.072
-0.005,-0.057
-0.048,-0.062
-0.025,-0.059
-0.022,-0.064
-0.039,-0.065
0.01,-0.065
0.004,-0.065
0.003,-0.065
0.004,-0.064
0.004,-0.057
0.015,-0.053
0.019,-0.034
0.022,-0.041
-0.015,-0.035
-0.003,0.023
0.046,0.06
0.079,0.066
0.128,0.066
0.093,0.064
0.086,0.056
0.072,-0.002
-0.001,-0.055
0.004,-0.055
-0.009,-0.058
-0.022,-0.07
-0.044,-0.088
-0.049,-0.097
-0.054,-0.112
0.032,0.038
0.419,0.279
0.622,0.31
0.281,0.121
0.01,-0.039
0.03,-0.022
-0.01,-0.051
-0.027,-0.074
-0.005,-0.051
0.009,-0.051
-0.003,-0.054
-0.043,-0.083
-0.034,-0.074
-0.044,-0.071
-0.024,-0.069
-0.002,-0.061
-0.015,-0.06
-0.028,-0.052
-0.023,-0.051
0.019,-0.044
0.013,-0.046
0.003,-0.044
0.002,-0.046
0.002,-0.039
0.036,-0.006
0.044,0.01
0.076,0.049
0.13,0.109
0.14,0.126
0.149,0.143
0.156,0.158
0.126,0.146
0.108,0.133
0.098,0.068
0.094,0.035
0.058,0.01
0.004,-0.043
-0.012,-0.054
-0.036,-0.073
-0.042,-0.07
-0.03,-0.069
-0.02,-0.068
-0.026,-0.06
-0.032,-0.057
-0.037,-0.052
-0.038,-0.048
-0.04,-0.045
-0.069,-0.069
-0.084,-0.076
-0.077,-0.069
-0.057,-0.063
-0.013,-0.056
0.004,-0.049
0.004,-0.043
0.018,-0.037
0.009,-0.03
-0.006,-0.062
-0.036,-0.077
-0.003,-0.048
-0.002,-0.049
-0.034,-0.061
0.007,-0.06
-0.019,-0.06
-0.022,-0.06
0.0,-0.061
-0.014,-0.061
-0.032,-0.078
-0.022,-0.084
-0.011,-0.069
-0.04,-0.062
-0.012,-0.057
-0.004,-0.045
-0.005,-0.038
0.023,-0.057
-0.014,-0.078
-0.024,-0.08
-0.016,-0.08
-0.053,-0.08
-0.03,-0.08
-0.021,-0.079
-0.032,-0.065
-0.004,-0.051
-0.003,-0.04
0.0,-0.031
0.007,-0.023
0.068,0.044
0.118,0.068
0.115,0.043
0.108,0.031
0.013,-0.049
-0.031,-0.099
-0.043,-0.1
-0.049,-0.099
-0.029,-0.09
-0.054,-0.081
-0.006,-0.057
0.013,-0.007
0.278,0.204
0.643,0.35
0.408,0.188
0.058,-0.002
0.013,-0.052
-0.001,-0.049
-0.019,-0.055
-0.018,-0.053
-0.011,-0.045
-0.005,-0.043
0.003,-0.036
0.007,-0.035
0.011,-0.028
0.004,-0.036
-0.028,-0.069
-0.025,-0.062
0.0,-0.053
0.004,-0.057
0.011,-0.05
0.018,-0.04
0.032,-0.031
0.037,-0.02
0.041,-0.022
0.059,-0.001
0.084,0.067
0.118,0.075
0.115,0.071
0.128,0.098
0.164,0.126
0.19,0.157
0.169,0.14
0.133,0.108
0.132,0.076
0.122,0.06
0.065,0.025
0.008,-0.019
0.022,-0.029
-0.007,-0.054
-0.018,-0.056
0.004,-0.052
-0.019,-0.06
-0.02,-0.059
-0.032,-0.063
-0.055,-0.077
-0.057,-0.074
-0.056,-0.063
-0.044,-0.071
-0.029,-0.074
-0.049,-0.073
-0.063,-0.069
-0.042,-0.071
-0.041,-0.069
-0.026,-0.056
0.0,-0.027
-0.01,-0.022
-0.006,-0.069
-0.011,-0.076
-0.023,-0.075
-0.02,-0.075
-0.031,-0.075
-0.024,-0.089
0.001,-0.059
-0.032,-0.057
-0.031,-0.079
-0.015,-0.074
-0.045,-0.075
-0.032,-0.079
-0.034,-0.079
-0.03,-0.081
-0.015,-0.078
-0.004,-0.063
0.004,-0.061
0.004,-0.065
-0.027,-0.089
-0.047,-0.092
-0.015,-0.07
-0.034,-0.074
-0.018,-0.056
-0.015,-0.035
-0.002,-0.013
0.009,0.005
-0.014,0.025
0.053,0.04
0.076,0.037
0.079,0.069
0.075,0.052
0.026,-0.013
-0.014,-0.047
-0.041,-0.067
-0.037,-0.061
-0.023,-0.051
-0.059,-0.078
-0.052,-0.095
-0.02,-0.04
0.143,0.142
0.536,0.319
0.419,0.266
0.011,0.093
-0.05,-0.044
-0.069,-0.07
-0.063,-0.036
-0.048,-0.047
-0.046,-0.043
-0.008,-0.026
-0.008,-0.029
-0.034,-0.054
-0.04,-0.055
-0.035,-0.046
-0.032,-0.04
-0.018,-0.022
-0.04,-0.052
-0.053,-0.069
-0.043,-0.065
-0.046,-0.074
-0.015,-0.043
0.009,-0.013
-0.002,-0.017
0.006,-0.005
0.07,0.066
0.063,0.061
0.049,0.057
0.128,0.144
0.103,0.13
0.095,0.16
0.15,0.202
0.111,0.145
0.086,0.113
0.049,0.065
-0.019,0.021
0.007,0.007
-0.024,-0.028
-0.054,-0.058
-0.019,-0.042
-0.056,-0.042
-0.026,-0.029
-0.04,-0.022
-0.102,-0.068
-0.079,-0.073
-0.04,-0.057
0.001,-0.031
-0.05,-0.059
-0.068,-0.051
-0.038,-0.016
-0.077,-0.06
-0.05,-0.024
-0.007,-0.02
-0.031,-0.044
-0.044,-0.023
-0.026,-0.021
-0.024,-0.016
0.014,-0.014
0.012,-0.008
-0.023,-0.038
-0.007,-0.048
-0.019,-0.028
0.003,-0.016
0.004,-0.028
-0.007,-0.048
-0.01,-0.039
-0.027,-0.035
0.01,-0.032
0.011,-0.026
0.01,-0.022
0.008,-0.02
0.004,-0.019
0.009,-0.022
-0.003,-0.017
0.015,0.0
0.018,0.018
-0.021,0.01
-0.03,0.016
0.007,0.051
0.011,0.057
0.042,0.084
0.067,0.083
0.071,0.07
0.093,0.079
0.033,0.015
-0.004,-0.042
0.03,-0.025
0.023,-0.036
-0.004,-0.067
0.002,-0.051
-0.006,-0.054
0.006,-0.039
0.103,0.111
0.44,0.361
0.539,0.358
0.16,0.087
0.027,-0.027
-0.008,-0.053
-0.052,-0.079
-0.009,-0.057
-0.022,-0.049
0.008,-0.043
0.013,-0.037
0.013,-0.035
0.027,-0.027
0.012,-0.026
-0.005,-0.059
0.015,-0.049
0.004,-0.039
0.009,-0.038
0.032,-0.031
0.03,-0.025
0.046,-0.009
0.012,-0.036
0.03,-0.021
0.032,-0.016
0.039,0.022
0.096,0.083
0.1,0.103
0.141,0.143
0.186,0.171
0.204,0.219
0.167,0.202
0.169,0.192
0.159,0.176
0.093,0.107
0.06,0.06
0.044,0.031
0.064,0.045
0.034,0.004
0.013,-0.028
0.023,-0.007
0.026,0.002
0.016,-0.002
-0.022,-0.032
-0.003,-0.025
0.005,-0.02
0.006,-0.017
0.018,-0.001
-0.014,-0.031
-0.03,-0.044
-0.035,-0.026
-0.031,-0.022
-0.017,-0.031
0.032,-0.004
0.061,0.02
0.052,0.012
0.035,-0.005
0.035,-0.005
0.053,0.01
0.021,-0.024
0.008,-0.031
0.007,-0.028
0.014,-0.043
0.045,-0.023
0.044,-0.02
0.02,-0.044
0.017,-0.05
0.017,-0.042
0.019,-0.04
0.048,-0.034
0.05,-0.03
0.046,-0.033
0.045,-0.037
0.047,-0.029
0.07,-0.006
0.042,-0.03
0.009,-0.06
0.023,-0.044
0.028,-0.034
0.043,-0.033
0.049,-0.037
0.058,-0.027
0.059,-0.02
0.075,0.01
0.126,0.069
0.113,0.077
0.136,0.063
0.184,0.081
0.175,0.1
0.166,0.059
0.132,0.028
0.108,0.005
0.079,-0.036
0.056,-0.032
0.047,-0.043
0.023,-0.066
0.028,-0.068
0.074,0.045
0.396,0.307
0.706,0.413
0.423,0.177
0.13,-0.035
0.114,-0.029
0.046,-0.028
0.111,0.009
0.104,0.0
0.021,-0.069
0.059,-0.047
0.056,-0.041
0.087,-0.017
0.099,-0.008
0.081,-0.026
0.107,-0.007
0.054,-0.029
0.027,-0.047
0.044,-0.059
0.034,-0.053
0.063,-0.019
0.068,-0.021
0.071,-0.015
0.081,-0.003
0.115,0.029
0.131,0.054
0.113,0.098
0.154,0.142
0.189,0.158
0.228,0.215
0.219,0.213
0.198,0.189
0.194,0.152
0.115,0.093
0.107,0.07
0.107,0.023
0.106,0.028
0.09,0.021
0.069,0.0
0.086,0.004
0.022,-0.031
