Lead_I,Lead_II
-0.068,-0.085
-0.078,-0.094
-0.083,-0.096
-0.089,-0.1
-0.095,-0.103
-0.097,-0.112
-0.088,-0.141
-0.089,-0.16
-0.08,-0.16
-0.068,-0.16
-0.076,-0.16
-0.077,-0.16
-0.081,-0.16
-0.089,-0.164
-0.084,-0.168
-0.082,-0.173
-0.085,-0.174
-0.079,-0.169
-0.08,-0.17
-0.078,-0.168
-0.077,-0.164
-0.088,-0.167
-0.077,-0.15
-0.068,-0.112
-0.063,-0.075
-0.06,-0.044
-0.073,-0.035
-0.038,-0.004
-0.002,0.025
-0.024,-0.024
-0.027,-0.062
-0.036,-0.102
-0.058,-0.155
-0.064,-0.156
-0.074,-0.172
-0.084,-0.176
-0.082,-0.178
-0.065,-0.164
-0.086,-0.167
-0.09,-0.154
-0.113,-0.158
-0.159,-0.218
-0.071,-0.064
0.34,0.373
0.629,0.972
0.158,0.859
-0.353,0.176
-0.328,-0.023
-0.135,-0.037
-0.057,-0.084
-0.056,-0.099
-0.034,-0.102
-0.034,-0.092
-0.026,-0.095
-0.025,-0.088
-0.015,-0.088
0.015,-0.078
0.029,-0.066
0.034,-0.061
0.034,-0.061
0.051,-0.043
0.087,-0.011
0.108,0.011
0.143,0.024
0.174,0.035
0.187,0.042
0.228,0.063
0.267,0.084
0.307,0.088
0.339,0.084
0.339,0.075
0.316,0.067
0.27,0.06
0.215,0.046
0.138,0.005
0.073,-0.04
0.047,-0.05
0.008,-0.071
-0.014,-0.089
-0.01,-0.081
-0.031,-0.1
-0.046,-0.111
-0.043,-0.103
-0.046,-0.101
-0.046,-0.095
-0.048,-0.092
-0.052,-0.089
-0.053,-0.089
-0.055,-0.082
-0.047,-0.092
-0.039,-0.118
-0.041,-0.122
-0.046,-0.124
-0.046,-0.13
-0.029,-0.128
-0.025,-0.125
-0.028,-0.122
-0.026,-0.12
-0.029,-0.117
-0.029,-0.114
-0.036,-0.115
-0.044,-0.114
-0.056,-0.115
-0.063,-0.114
-0.079,-0.116
-0.08,-0.13
-0.052,-0.13
-0.055,-0.125
-0.063,-0.123
-0.068,-0.118
-0.075,-0.115
-0.081,-0.114
-0.09,-0.115
-0.061,-0.078
-0.05,-0.062
-0.056,-0.061
-0.032,-0.035
-0.031,-0.027
-0.018,-0.016
0.01,-0.029
-0.001,-0.071
-0.039,-0.12
-0.072,-0.14
-0.076,-0.139
-0.085,-0.145
-0.1,-0.154
-0.08,-0.168
-0.079,-0.147
-0.093,-0.173
-0.1,-0.146
-0.146,-0.175
-0.157,-0.17
0.01,0.076
0.494,0.591
0.517,1.052
-0.153,0.598
-0.444,0.02
-0.287,-0.03
-0.13,-0.064
-0.091,-0.097
-0.077,-0.13
-0.065,-0.132
-0.047,-0.137
-0.021,-0.159
-0.031,-0.162
-0.009,-0.145
0.002,-0.114
0.02,-0.093
0.026,-0.073
0.033,-0.063
0.061,-0.055
0.077,-0.046
0.082,-0.036
0.099,-0.024
0.136,-0.011
0.152,0.005
0.212,0.035
0.268,0.069
0.296,0.097
0.347,0.115
0.326,0.114
0.29,0.117
0.252,0.096
0.159,0.044
0.105,-0.003
0.057,-0.06
0.011,-0.099
-0.006,-0.114
-0.029,-0.132
-0.032,-0.139
-0.042,-0.141
-0.042,-0.139
-0.059,-0.143
-0.083,-0.156
-0.063,-0.156
-0.082,-0.155
-0.077,-0.154
-0.064,-0.149
-0.08,-0.151
-0.075,-0.148
-0.081,-0.141
-0.072,-0.136
-0.039,-0.13
-0.048,-0.125
-0.053,-0.125
-0.033,-0.125
-0.037,-0.125
-0.032,-0.125
-0.042,-0.126
-0.048,-0.122
-0.065,-0.119
-0.077,-0.121
-0.052,-0.118
-0.072,-0.135
-0.064,-0.15
-0.061,-0.161
-0.081,-0.172
-0.069,-0.168
-0.072,-0.179
-0.077,-0.182
-0.074,-0.173
-0.059,-0.159
-0.04,-0.136
-0.04,-0.129
-0.047,-0.13
-0.048,-0.127
-0.052,-0.124
-0.052,-0.126
-0.067,-0.12
-0.089,-0.112
-0.075,-0.103
-0.051,-0.071
-0.058,-0.033
-0.071,-0.013
-0.048,0.0
-0.016,0.011
-0.006,0.003
-0.019,-0.036
-0.036,-0.091
-0.052,-0.146
-0.063,-0.171
-0.063,-0.181
-0.064,-0.196
-0.09,-0.2
-0.094,-0.182
-0.096,-0.155
-0.097,-0.161
-0.089,-0.131
-0.134,-0.165
-0.143,-0.138
0.044,0.104
0.535,0.634
0.542,1.103
-0.132,0.642
-0.414,0.067
-0.251,0.004
-0.094,-0.035
-0.047,-0.056
-0.042,-0.082
-0.039,-0.086
-0.024,-0.088
0.011,-0.087
0.026,-0.083
0.039,-0.087
0.034,-0.083
0.035,-0.087
0.042,-0.077
0.062,-0.063
0.075,-0.05
0.091,-0.035
0.108,-0.022
0.126,-0.004
0.155,0.024
0.179,0.029
0.223,0.037
0.271,0.067
0.308,0.081
0.322,0.095
0.319,0.087
0.302,0.068
0.243,0.054
0.173,0.026
0.105,-0.028
0.044,-0.081
0.011,-0.101
-0.018,-0.121
-0.047,-0.14
-0.062,-0.145
-0.071,-0.142
-0.07,-0.135
-0.068,-0.131
-0.064,-0.124
-0.063,-0.12
-0.067,-0.12
-0.068,-0.119
-0.083,-0.126
-0.077,-0.131
-0.059,-0.13
-0.058,-0.128
-0.056,-0.126
-0.052,-0.124
-0.061,-0.129
-0.063,-0.143
-0.05,-0.146
-0.062,-0.157
-0.067,-0.161
-0.069,-0.16
-0.071,-0.16
-0.067,-0.161
-0.076,-0.183
-0.064,-0.188
-0.061,-0.181
-0.066,-0.18
-0.066,-0.175
-0.069,-0.172
-0.071,-0.168
-0.07,-0.163
-0.07,-0.156
-0.068,-0.149
-0.066,-0.143
-0.065,-0.136
-0.063,-0.131
-0.061,-0.124
-0.059,-0.117
-0.062,-0.112
-0.057,-0.101
-0.07,-0.107
-0.065,-0.097
-0.04,-0.059
-0.065,-0.048
-0.079,-0.044
-0.037,-0.013
-0.007,0.014
0.005,0.01
0.009,-0.037
-0.028,-0.116
-0.065,-0.151
-0.083,-0.146
-0.091,-0.154
-0.095,-0.149
-0.108,-0.158
-0.11,-0.154
-0.107,-0.149
-0.081,-0.15
-0.105,-0.128
-0.157,-0.194
-0.121,-0.085
0.216,0.297
0.628,0.901
0.258,1.025
-0.366,0.372
-0.381,0.065
-0.173,0.049
-0.075,-0.013
-0.073,-0.023
-0.058,-0.048
-0.036,-0.035
-0.024,-0.043
-0.003,-0.039
0.004,-0.04
0.011,-0.036
0.018,-0.024
0.026,-0.015
0.031,-0.008
0.052,0.008
0.087,0.042
0.117,0.069
0.128,0.077
0.146,0.085
0.177,0.088
0.217,0.091
0.27,0.127
0.29,0.137
0.318,0.149
0.348,0.18
0.343,0.18
0.311,0.162
0.248,0.125
0.166,0.057
0.093,-0.007
0.054,-0.036
0.016,-0.064
-0.006,-0.078
-0.029,-0.094
-0.034,-0.108
-0.013,-0.099
-0.011,-0.098
-0.003,-0.094
0.002,-0.088
-0.01,-0.104
-0.021,-0.117
-0.015,-0.109
-0.017,-0.106
-0.024,-0.101
-0.029,-0.097
-0.035,-0.091
-0.035,-0.074
-0.034,-0.064
-0.029,-0.058
-0.025,-0.051
-0.022,-0.044
-0.017,-0.038
-0.016,-0.032
-0.025,-0.027
-0.033,-0.021
-0.039,-0.017
-0.039,-0.009
-0.043,-0.007
-0.055,-0.02
-0.053,-0.018
-0.049,-0.013
-0.046,-0.011
-0.052,-0.006
-0.061,-0.004
-0.057,0.005
-0.051,0.015
-0.039,0.025
-0.039,0.028
-0.04,0.023
-0.042,0.027
-0.058,0.018
-0.053,0.024
-0.042,0.013
-0.044,0.021
-0.027,0.092
-0.043,0.095
-0.035,0.101
0.039,0.161
0.04,0.154
0.004,0.083
-0.03,0.006
-0.062,-0.063
-0.08,-0.101
-0.091,-0.122
-0.083,-0.126
-0.107,-0.124
-0.092,-0.128
-0.07,-0.12
-0.077,-0.132
-0.095,-0.122
-0.109,-0.156
-0.104,-0.084
0.092,0.202
0.581,0.782
0.442,1.181
-0.241,0.65
-0.425,0.151
-0.247,0.113
-0.071,0.07
-0.038,0.076
-0.048,0.056
-0.019,0.046
-0.026,0.032
-0.023,0.019
-0.013,0.022
0.001,0.016
0.019,0.016
0.04,0.015
0.052,0.041
0.061,0.059
0.089,0.061
0.102,0.059
0.095,0.061
0.12,0.09
0.163,0.097
0.186,0.109
0.22,0.143
0.272,0.169
0.314,0.205
0.346,0.227
0.362,0.222
0.312,0.178
0.241,0.129
0.189,0.09
0.112,0.034
0.041,-0.023
0.01,-0.05
-0.01,-0.062
-0.041,-0.101
-0.032,-0.115
-0.034,-0.12
-0.059,-0.14
-0.055,-0.135
-0.055,-0.135
-0.05,-0.134
-0.042,-0.129
-0.04,-0.131
-0.039,-0.13
-0.041,-0.13
-0.039,-0.13
-0.042,-0.13
-0.05,-0.13
-0.06,-0.131
-0.078,-0.135
-0.047,-0.141
-0.019,-0.139
-0.046,-0.14
-0.047,-0.149
-0.048,-0.141
-0.068,-0.137
-0.095,-0.142
-0.095,-0.145
-0.05,-0.143
-0.051,-0.136
-0.062,-0.131
-0.028,-0.126
-0.024,-0.119
-0.029,-0.116
-0.046,-0.129
-0.067,-0.142
-0.056,-0.154
-0.051,-0.155
-0.056,-0.148
-0.06,-0.148
-0.06,-0.141
-0.05,-0.125
-0.025,-0.097
-0.013,-0.078
0.011,-0.057
0.057,-0.015
0.071,-0.012
0.062,-0.043
0.025,-0.093
-0.01,-0.152
-0.043,-0.173
-0.068,-0.183
-0.051,-0.193
-0.031,-0.202
-0.015,-0.203
-0.017,-0.187
-0.008,-0.197
-0.048,-0.17
-0.091,-0.202
-0.095,-0.171
0.051,0.07
0.51,0.622
0.473,1.095
-0.13,0.691
-0.4,0.176
-0.27,0.052
-0.099,-0.022
-0.09,-0.058
-0.072,-0.096
-0.035,-0.078
-0.025,-0.07
0.001,-0.059
0.004,-0.044
0.009,-0.031
0.017,-0.004
0.039,0.003
0.053,0.017
0.056,0.023
0.076,0.038
0.083,0.052
0.088,0.049
0.124,0.071
0.152,0.083
0.207,0.104
0.241,0.121
0.255,0.124
0.308,0.159
0.336,0.175
0.336,0.182
0.32,0.188
0.271,0.179
0.198,0.148
0.127,0.103
0.052,0.068
0.013,0.058
0.012,0.061
-0.024,0.059
-0.035,0.061
-0.024,0.06
-0.044,0.057
-0.049,0.054
-0.041,0.051
-0.038,0.048
-0.034,0.045
-0.031,0.044
-0.031,0.038
-0.032,0.032
-0.034,0.026
-0.031,0.022
-0.023,0.013
-0.027,-0.007
-0.04,-0.028
-0.037,-0.037
-0.049,-0.034
-0.069,-0.031
-0.06,-0.029
-0.054,-0.024
-0.052,-0.027
-0.053,-0.031
-0.045,-0.026
-0.034,-0.024
-0.02,-0.019
-0.004,-0.016
-0.008,-0.009
0.002,0.032
-0.015,0.061
-0.021,0.071
0.011,0.111
0.027,0.12
0.035,0.071
0.031,0.029
0.019,-0.016
-0.014,-0.045
-0.032,-0.053
-0.021,-0.086
-0.033,-0.099
-0.03,-0.107
-0.033,-0.116
-0.048,-0.143
-0.039,-0.131
-0.087,-0.155
-0.107,-0.143
0.002,0.077
0.395,0.545
0.544,1.116
0.038,0.924
-0.321,0.367
-0.281,0.166
-0.109,0.054
-0.04,0.028
-0.034,0.003
-0.008,-0.026
-0.014,-0.027
0.023,-0.027
0.03,-0.011
0.051,-0.014
0.059,-0.003
0.046,0.039
0.071,0.063
0.091,0.086
0.085,0.101
0.102,0.116
0.139,0.143
0.144,0.163
0.175,0.2
0.216,0.212
0.251,0.232
0.294,0.266
0.328,0.276
0.373,0.301
0.374,0.295
0.342,0.268
0.295,0.245
0.22,0.196
0.137,0.148
0.077,0.117
0.043,0.098
-0.007,0.059
-0.034,0.031
-0.038,0.027
-0.036,0.028
-0.04,0.041
-0.056,0.04
-0.049,0.039
-0.05,0.034
-0.042,0.037
-0.018,0.054
-0.015,0.052
-0.019,0.045
-0.022,0.044
-0.029,0.036
-0.028,0.037
-0.017,0.048
-0.018,0.047
-0.016,0.044
-0.006,0.046
-0.002,0.044
0.006,0.045
0.011,0.043
-0.008,0.02
-0.022,0.0
-0.022,-0.004
-0.024,-0.011
-0.024,-0.015
-0.027,-0.023
-0.032,-0.022
-0.01,-0.001
0.019,0.038
-0.01,0.058
-0.013,0.068
0.03,0.102
0.04,0.102
0.058,0.073
0.048,0.026
0.009,-0.051
-0.015,-0.086
-0.028,-0.086
-0.024,-0.083
-0.034,-0.076
-0.032,-0.08
-0.035,-0.063
-0.045,-0.08
-0.045,-0.057
-0.09,-0.106
-0.108,-0.108
0.027,0.143
0.446,0.63
0.525,1.138
-0.018,0.786
-0.329,0.177
-0.239,0.046
-0.087,-0.029
-0.027,-0.046
-0.007,-0.059
0.018,-0.058
0.018,-0.046
0.028,-0.047
0.026,-0.035
0.019,-0.017
0.024,0.007
0.03,0.009
0.03,0.018
0.053,0.024
0.078,0.031
0.095,0.05
0.121,0.063
0.14,0.057
0.174,0.071
0.213,0.11
0.247,0.134
0.285,0.161
0.328,0.199
0.349,0.222
0.333,0.214
0.309,0.197
0.265,0.176
0.188,0.134
0.127,0.1
0.094,0.069
0.061,0.03
0.029,-0.006
-0.001,-0.032
-0.009,-0.041
-0.022,-0.064
-0.04,-0.078
-0.033,-0.078
-0.018,-0.078
0.004,-0.073
0.008,-0.072
0.007,-0.067
0.005,-0.067
0.006,-0.061
-0.012,-0.078
-0.042,-0.098
-0.018,-0.094
0.0,-0.098
-0.013,-0.101
-0.014,-0.1
-0.017,-0.097
-0.018,-0.094
-0.022,-0.091
-0.025,-0.088
-0.018,-0.085
-0.023,-0.086
-0.024,-0.09
-0.026,-0.09
-0.034,-0.094
-0.013,-0.095
-0.015,-0.103
-0.034,-0.114
-0.035,-0.09
-0.027,-0.046
0.007,-0.013
-0.006,0.006
-0.021,0.02
0.016,0.045
0.056,0.052
0.083,0.022
0.04,-0.026
0.015,-0.076
0.003,-0.117
-0.031,-0.139
-0.048,-0.147
